#deck column:17
#separator:Semicolon
#notetype:Basic_Image_several_answers
#columns:slide;pregunta;imagen_frontal;respuesta;imagen_respuesta;r1;r2;r3;r4;r5;r6;r7;r8;r9;r10;tags;deck
#tags column:16
#html:true
filtros.46;¿Cuántos db hay que modifcar una señal de 400 V para que pase a valer 40 V?;  ;Se requiere aplicar una ganancia de [latex]$-20 db$[/latex] para reducir la tensión en un factor 10 [latex]$10$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#filtros;G990::Tema 2
filtros.47;¿Cuántos db hay que modifcar una señal de 40 A para que pase a valer 20 A?;  ;Se requiere aplicar una ganancia de [latex]$-6 db$[/latex] para redicir la corriente a la mitad;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#filtros;G990::Tema 2
filtros.48;¿Cuántos db hay que modifcar una señal de 400 A para que pase a valer 40 A?;  ;Se requiere aplicar una ganancia de [latex]$-20 db$[/latex] para reducir la corriente en un factor  [latex]$10$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#filtros;G990::Tema 2
filtros.49;¿Cuál es la ecuación de la tensión de salida en un filtro paso bajo basado en condensador?;  ;[latex]$V_0=V_i\frac{Z_c}{R+Z_c}$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#filtros;G990::Tema 2
filtros.50;¿Cuál es la ecuación de la tensión de salida en un filtro paso bajo basado en bobina?;  ;[latex]$V_0=V_i\frac{R}{R+Z_l}$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#filtros;G990::Tema 2
filtros.51;¿Cuál es la ecuación de la tensión de salida en un filtro paso alto basado en condensador?;  ;[latex]$V_0=V_i\frac{R}{R+Z_c}$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#filtros;G990::Tema 2
filtros.52;¿Cuál es la ecuación de la tensión de salida en un filtro paso alto basado en bobina?;  ;[latex]$V_0=V_i\frac{Z_l}{R+Z_l}$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#filtros;G990::Tema 2
filtros.53;¿Cuál es la ecuación del módulo de la tensión de salida en un filtro paso bajo basado en condensador?;  ;[latex]$V_0=V_i\frac{X_c^2}{\sqrt{R^2+X_c^2}}$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#filtros;G990::Tema 2
filtros.54;¿Cuál es la ecuación del módulo de la tensión de salida en un filtro paso bajo basado en bobina?;  ;[latex]$V_0=V_i\frac{R^2}{\sqrt{R^2+X_l^2}}$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#filtros;G990::Tema 2
filtros.55;¿Cuál es la ecuación del módulo de la tensión de salida en un filtro paso alto basado en condensador?;  ;[latex]$V_0=V_i\frac{R^2}{\sqrt{R^2+X_c^2}}[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#filtros;G990::Tema 2
filtros.56;¿Cuál es la ecuación del módulo de la tensión de salida en un filtro paso alto basado en bobina?;  ;[latex]$V_0=V_i\frac{X_l^2}{\sqrt{R^2+X_l^2}}$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#filtros;G990::Tema 2
filtros.57;¿Cuál es la ecuación de la fase de la tensión de salida en un filtro paso bajo basado en condensador?;  ;[latex]$-90-[-\arctan\frac{X_c}{R}]=-\arctan\frac{R}{X_c}$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#filtros;G990::Tema 2
filtros.58;¿Cuál es la ecuación de la fase de la tensión de salida en un filtro paso bajo basado en bobina?;  ;[latex]$0-\arctan\frac{X_l}{R}=-\arctan\frac{X_l}{R}$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#filtros;G990::Tema 2
filtros.59;¿Cuál es la ecuación de la fase de la tensión de salida en un filtro paso alto basado en condensador?;  ;[latex]$\0-[-arctan\frac{X_c}{R}]=arctan\frac{X_c}{R}$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#filtros;G990::Tema 2
filtros.60;¿Cuál es la ecuación de la fase de la tensión de salida en un filtro paso alto basado en bobina?;  ;[latex]$90-\arctan\frac{X_l}{R}=\arctan\frac{R}{X_l}$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#filtros;G990::Tema 2
