#deck column:17
#separator:Semicolon
#notetype:Basic_Image_several_answers
#columns:slide;pregunta;imagen_frontal;respuesta;imagen_respuesta;r1;r2;r3;r4;r5;r6;r7;r8;r9;r10;tags;deck
#tags column:16
#html:true
filtros.53;¿Cuántos db hay que modifcar una señal de 10 A para que pase a valer 100 A?;  ;[latex]$+20 db$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#filtros;G861::Tema 3. Filtros
filtros.54;¿Cuántos db hay que modifcar una señal de 40 W para que pase a valer 20 W?;  ;[latex]$-3 db$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#filtros;G861::Tema 3. Filtros
filtros.55;¿Cuántos db hay que modifcar una señal de 400 W para que pase a valer 40 W?;  ;[latex]$-10 db$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#filtros;G861::Tema 3. Filtros
filtros.56;¿Cuántos db hay que modifcar una señal de 40 V para que pase a valer 20 V?;  ;[latex]$-6 db$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#filtros;G861::Tema 3. Filtros
filtros.57;¿Cuántos db hay que modifcar una señal de 400 V para que pase a valer 40 V?;  ;[latex]$-20 db$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#filtros;G861::Tema 3. Filtros
filtros.58;¿Cuántos db hay que modifcar una señal de 40 A para que pase a valer 20 A?;  ;[latex]$-6 db$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#filtros;G861::Tema 3. Filtros
filtros.59;¿Cuántos db hay que modifcar una señal de 400 A para que pase a valer 40 A?;  ;[latex]$-20 db$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#filtros;G861::Tema 3. Filtros
filtros.72;¿Cuál es la relación entre la tensión de salida y la de entrada en un filtro paso bajo basado en condensador?;  ;[latex]$\frac{\overline{V}_{0}}{\overline{V}_{i}}=\frac{\overline{X}_{c}}{R+\overline{X}_{c}}$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#filtros;G861::Tema 3. Filtros
filtros.73;¿Cuál es la relación entre la tensión de salida y la de entrada en un filtro paso bajo basado en bobina?;  ;[latex]$\frac{\overline{V}_{0}}{\overline{V}_{i}}=\frac{R}{R+\overline{X}_{L}}$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#filtros;G861::Tema 3. Filtros
filtros.74;¿Cuál es la relación entre la tensión de salida y la de entrada en un filtro paso alto basado en condensador?;  ;[latex]$\frac{\overline{V}_{0}}{\overline{V}_{i}}=\frac{R}{R+\overline{X}_{c}}$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#filtros;G861::Tema 3. Filtros
filtros.75;¿Cuál es la relación entre la tensión de salida y la de entrada en un filtro paso alto basado en bobina?;  ;[latex]$\frac{\overline{V}_{0}}{\overline{V}_{i}}=\frac{\overline{X}_{L}}{R+\overline{X}_{L}}$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#filtros;G861::Tema 3. Filtros
filtros.76;¿Cuál es la relación entre la tensión de salida y la de entrada en un filtro pasa banda con un circuito resonante en serie?;  ;[latex]$\frac{\overline{V}_{0_{max}}}{\overline{V}_{i}}=\frac{R}{R+R_{1}}$[/latex];"<img src=""aag_circ_paso_banda_serie.png"">";  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#filtros;G861::Tema 3. Filtros
filtros.77;¿Cuál es la relación entre la tensión de salida y la de entrada en un filtro pasa banda con un circuito resonante en paralelo?;  ;[latex]$\frac{\overline{V}_{0_{max}}}{\overline{V}_{i}}=\frac{\overline{Z}_{Tp}}{\overline{Z}_{Tp}+R}$[/latex];"<img src=""aag_circ_paso_banda_paralelo.png"">";  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#filtros;G861::Tema 3. Filtros
filtros.78;¿Cuál es la relación entre la tensión de salida y la de entrada en un filtro rechaza banda con un circuito resonante en serie?;  ;[latex]$\frac{\overline{V}_{0_{min}}}{\overline{V}_{i}}=\frac{R_{1}}{R+R_{1}}$[/latex];"<img src=""aag_circ_rechaza_banda_serie.png"">";  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#filtros;G861::Tema 3. Filtros
filtros.79;¿Cuál es la relación entre la tensión de salida y la de entrada en un filtro rechaza banda con un circuito resonante en paralelo?;  ;[latex]$\frac{\overline{V}_{0_{min}}}{\overline{V}_{i}}=\frac{R}{\overline{Z}_{Tp}+R}$[/latex];"<img src=""aag_circ_rechaza_banda_paralelo.png"">";  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#filtros;G861::Tema 3. Filtros
filtros.80;¿Cuál es el circuito eléctrico de un filtro doblemente sintonizado?;  ;  ;"<img src=""aag_circ_doble_sintonizado.png"">";  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#filtros;G861::Tema 3. Filtros
rebt.1;¿Cual es la tensión máxima en una instalación en B.T.?;  ;Udc < 1500 V y Uac < 1000 V;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#rebt;G861::Tema 4. REBT
rebt.2;¿Cual es la tensión usual de fase en una instalación en B.T.?;  ;Uac = 230 V;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#rebt;G861::Tema 4. REBT
rebt.3;¿Cual es la tensión usual de línea en una instalación en B.T.?;  ;Uac = 400 V;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#rebt;G861::Tema 4. REBT
rebt.4;¿Cual es la frecuencia usual en una instalación en B.T.?;  ;f = 50 Hz;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#rebt;G861::Tema 4. REBT
rebt.5;¿Cuántos artículos tiene el REBT?;  ;29;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#rebt;G861::Tema 4. REBT
rebt.6;¿Cuál es el artículo 29 del REBT?;  ;Guía técnica de aplicación. Es de carácter NO VINCULANTE ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#rebt;G861::Tema 4. REBT
rebt.7;¿Qué son las ITCs?;  ;Son las Intrucciónes Técnica Complementarias;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#rebt;G861::Tema 4. REBT
rebt.8;¿Qué es la acometida?;  ;Es la parte de la instalación que dan suministro a la Caja/s Generales de Protección (CGP) y son responsabilidad de la empresa Distribuidora.;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#rebt;G861::Tema 4. REBT
rebt.9;¿Qué es la instalación de enlace?;  ;Es la parte de la instalación que une la/s caja/s general/es de protección (CGP), incluidos éstas, con las instalaciones receptoras del usuario o instalaciones interiores.;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#rebt;G861::Tema 4. REBT
rebt.10;El elemento sombreado de la instalación es:;"<img src=""AAG_acometida.png"">";La acometida;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#rebt;G861::Tema 4. REBT
rebt.11;El elemento sombreado de la instalación es:;"<img src=""AAG_caja_gral_proteccion.png"">";La caja general de protección;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#rebt;G861::Tema 4. REBT
rebt.12;El elemento sombreado de la instalación es:;"<img src=""AAG_contador.png"">";El contador;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#rebt;G861::Tema 4. REBT
rebt.13;El elemento sombreado de la instalación es:;"<img src=""AAG_cuarto_contadores.png"">";El cuarto de contadores;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#rebt;G861::Tema 4. REBT
rebt.14;El elemento sombreado de la instalación es:;"<img src=""AAG_derivacion_individual.png"">";La derivación individual;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#rebt;G861::Tema 4. REBT
rebt.15;El elemento sombreado de la instalación es:;"<img src=""AAG_dispositivo_gral_mando.png"">";El dispositivo general de mando;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#rebt;G861::Tema 4. REBT
rebt.16;El elemento sombreado de la instalación es:;"<img src=""AAG_fusible_seguridad.png"">";El fusible de seguridad;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#rebt;G861::Tema 4. REBT
rebt.17;El elemento sombreado de la instalación es:;"<img src=""AAG_icp.png"">";El ICP (Interruptor de control de potencia);  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#rebt;G861::Tema 4. REBT
rebt.18;El elemento sombreado de la instalación es:;"<img src=""AAG_instalacion_interior.png"">";La instalación interior;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#rebt;G861::Tema 4. REBT
rebt.19;El elemento sombreado de la instalación es:;"<img src=""AAG_interruptor_gral_maniobra.png"">";El interruptor general de maniobra;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#rebt;G861::Tema 4. REBT
rebt.20;El elemento sombreado de la instalación es:;"<img src=""AAG_linea_gral_alimentacion.png"">";La línea general de alimentación;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#rebt;G861::Tema 4. REBT
rebt.21;El elemento sombreado de la instalación es:;"<img src=""AAG_red_distribucion.png"">";La red de distribución;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#rebt;G861::Tema 4. REBT
rebt.22;El elemento sombreado de la figura es:;"<img src=""AAG_pia.png"">";P.I.A. (Protección individual automática). Es un interrutor magnetotérmico pero que protege una parte de la instalación. Protege a los equipos.;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#rebt;G861::Tema 4. REBT
rebt.23;El elemento sombreado de la figura es:;"<img src=""AAG_diferencial.png"">";Interruptor diferencial. Protege a las personas.;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#rebt;G861::Tema 4. REBT
rebt.24;El elemento sombreado de la figura es:;"<img src=""AAG_iga.png"">";I.G.A. (Interruptor General automático). Es un interrutor magnetotérmico pero que protege a toda la instalación. Protege a los equipos.;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#rebt;G861::Tema 4. REBT
rebt.25;El símbolo de la figura se corresponde con:;"<img src=""AAG_simbolo_unifilar_fusible.png"">";Un fusible;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#rebt;G861::Tema 4. REBT
rebt.26;El símbolo de la figura se corresponde con:;"<img src=""AAG_simbolo_multifilar_sobretension.png"">";Un elemento contra sobretensiones (a veces denominado varistor);  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#rebt;G861::Tema 4. REBT
rebt.27;El símbolo de la figura se corresponde con:;"<img src=""AAG_simbolo_multifilar_diferencial.png"">";Un interruptor diferencial (esquema multifilar);  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#rebt;G861::Tema 4. REBT
rebt.28;El símbolo de la figura se corresponde con:;"<img src=""AAG_simbolo_unifilar_diferencial.png"">";Un interruptor diferencial (esquema unifilar);  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#rebt;G861::Tema 4. REBT
rebt.29;El símbolo de la figura se corresponde con:;"<img src=""AAG_simbolo_multifilar_magnetotermico13.png"">";Un interruptor magnetotérmico 2P (esquema multifilar);  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#rebt;G861::Tema 4. REBT
rebt.30;El símbolo de la figura se corresponde con:;"<img src=""AAG_simbolo_multifilar_magnetotermico1N.png"">";Un interruptor magnetotérmico P+N (esquema multifilar);  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#rebt;G861::Tema 4. REBT
rebt.31;El símbolo de la figura se corresponde con:;"<img src=""AAG_simbolo_unifilar_magnetotermico.png"">";Un interruptor magnetotérmico (esquema unifilar);  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#rebt;G861::Tema 4. REBT
